Id,R,Nome,Squadra,Pg,Gf,Gs,Ass,Amm,Esp,Mv,Mf,Mv2,Mf2,Mv3,Mf3,Mv4,Mf4,Mv5,Mf5,Hmf
3,P,RADUNOVIC,Verona,3,0,8,0,1,0,5.67,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,P,SPORTIELLO,Atalanta,6,0,5,0,0,0,6.0,5.17,6.03,4.66,6.08,4.85,5.94,4.55,5.99,4.68,4.68
5,D,ALMICI,Verona,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,D,CONTI,Milan,23,0,0,2,8,0,5.62,5.52,5.81,5.79,5.87,5.86,6.01,6.14,5.98,6.17,6.17
15,D,MASIELLO A.,Genoa,22,0,0,1,5,0,5.73,5.66,5.86,5.76,6.0,6.03,6.04,6.1,6.01,6.04,6.04
20,C,CIGARINI,Cagliari,22,0,0,3,6,1,6.0,5.95,5.96,5.86,5.92,5.84,5.82,5.66,5.88,5.78,5.78
21,C,D'ALESSANDRO,SPAL,15,2,0,0,0,1,5.73,6.07,5.79,5.94,5.85,6.03,5.92,6.08,5.98,6.21,6.21
22,C,DE ROON,Atalanta,35,2,0,5,12,0,5.99,6.07,6.02,6.11,6.01,6.09,0.0,0.0,0.0,0.0,6.09
26,C,GOMEZ A.,Atalanta,36,7,0,13,2,0,6.69,7.61,6.52,7.38,6.47,7.28,6.55,7.46,6.52,7.4,7.4
27,C,GRASSI,Parma,16,1,0,1,6,0,5.96,6.04,5.9,5.94,5.96,6.08,5.95,6.08,5.97,6.02,6.02
28,C,KURTIC,Parma,36,4,0,1,10,0,5.96,6.18,6.04,6.46,5.93,6.27,5.96,6.31,5.94,6.24,6.24
40,P,DA COSTA,Bologna,1,0,1,0,0,0,6.0,5.0,3.0,2.5,4.13,3.37,4.72,3.76,4.96,4.01,4.01
41,P,MIRANTE,Roma,5,0,5,0,0,0,6.7,5.7,6.56,5.92,6.41,5.47,6.28,5.23,6.29,5.22,5.22
42,P,SARR M.,Bologna,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,D,FERRARI A.,Sampdoria,12,0,0,0,4,0,5.71,5.54,5.69,5.52,5.65,5.55,5.62,5.54,5.63,5.53,5.53
47,D,GASTALDELLO,Brescia,8,0,0,0,1,0,5.57,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,D,MBAYE,Bologna,20,0,0,2,5,0,5.74,5.71,5.75,5.81,5.76,5.78,5.76,5.66,5.71,5.61,5.61
54,D,ROSSETTINI,Lecce,26,0,0,1,5,0,5.65,5.6,5.64,5.55,5.73,5.63,5.77,5.68,5.76,5.75,5.75
57,C,CRISETIG,Bologna,0,0,0,0,0,0,0.0,0.0,2.9,2.78,3.87,3.71,4.35,4.18,4.56,4.41,4.41
58,C,DIAWARA,Roma,22,1,0,0,4,0,6.02,6.08,5.9,5.84,5.95,6.0,6.02,6.04,6.02,6.01,6.01
60,C,RIZZO,Bologna,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.98,2.18,2.88,3.02,3.48,3.6,3.6
65,C,MANCOSU,Lecce,33,14,0,2,3,0,5.88,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,D,GAGLIOLO,Parma,32,3,0,3,7,0,5.97,6.24,5.92,5.96,0.0,0.0,0.0,0.0,0.0,0.0,5.96
81,C,DI GAUDIO,Verona,0,0,0,0,0,0,0.0,0.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.7
84,D,MARRONE,Verona,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,A,LASAGNA,Udinese,36,10,0,1,1,0,5.96,6.81,5.88,6.53,5.96,6.81,0.0,0.0,0.0,0.0,6.81
92,A,MATOS,Udinese,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,P,SECULIN,Sampdoria,0,0,0,0,0,0,0.0,0.0,5.5,2.0,3.67,1.33,4.25,1.94,4.73,2.75,2.75
99,D,CACCIATORE,Cagliari,16,0,0,0,1,1,5.8,5.7,5.86,5.83,5.84,5.87,5.89,5.9,5.89,5.92,5.92
106,D,MATTIELLO,Cagliari,18,0,0,1,3,0,6.06,6.03,5.82,5.88,5.8,5.78,4.35,4.34,4.58,4.77,4.77
111,C,BIRSA,Cagliari,13,0,0,0,1,0,5.61,5.56,5.73,5.84,5.8,6.02,5.9,6.18,5.95,6.29,6.29
112,C,CASTRO,SPAL,22,2,0,0,2,0,5.86,6.09,5.93,6.28,5.95,6.32,5.97,6.33,5.99,6.31,6.31
118,C,RADOVANOVIC,Genoa,19,0,0,0,3,0,5.97,5.88,5.9,5.8,5.94,5.86,5.9,5.81,5.89,5.79,5.79
123,A,INGLESE,Parma,17,4,0,0,1,0,5.79,6.29,5.92,6.74,5.93,6.81,5.94,6.82,5.93,6.71,6.71
126,A,PALOSCHI,Cagliari,17,0,0,0,0,0,5.54,5.54,5.6,5.72,5.63,5.93,5.52,5.65,5.63,5.92,5.92
133,P,SKORUPSKI,Bologna,37,0,64,0,2,0,6.05,4.38,6.04,4.46,6.2,5.14,6.23,5.11,6.23,5.04,5.04
139,D,DERMAKU,Parma,16,0,0,0,2,0,5.93,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,D,HYSAJ,Napoli,20,1,0,2,3,0,5.84,6.03,5.8,5.9,5.81,5.87,5.84,5.84,5.88,5.87,5.87
141,D,LAURINI,Parma,15,0,0,2,4,0,5.77,5.77,5.77,5.7,5.8,5.73,5.78,5.7,5.81,5.75,5.75
142,D,MARIO RUI,Napoli,24,0,0,2,9,0,5.83,5.72,5.85,5.82,5.88,5.93,5.94,5.95,5.94,5.93,5.93
144,D,TONELLI,Sampdoria,9,0,0,0,4,0,5.83,5.61,5.88,5.72,5.88,6.02,5.95,6.47,5.93,6.35,6.35
148,C,KRUNIC,Milan,15,0,0,1,3,0,5.88,5.83,5.97,6.2,0.0,0.0,0.0,0.0,0.0,0.0,6.2
150,C,SAPONARA,Lecce,17,2,0,3,3,0,5.94,6.41,5.98,6.42,6.04,6.38,5.95,6.29,6.0,6.38,6.38
152,C,ZIELINSKI,Napoli,37,2,0,3,4,0,5.97,6.17,6.06,6.39,6.1,6.43,6.16,6.52,6.18,6.55,6.55
159,P,SEPE,Parma,34,0,53,0,1,0,6.24,4.93,6.18,4.7,6.12,5.13,4.59,3.85,3.67,3.08,3.08
169,D,TOMOVIC,SPAL,23,0,0,1,5,1,5.5,5.29,5.6,5.62,5.64,5.6,5.65,5.56,5.66,5.56,5.56
170,C,BADELJ,Fiorentina,22,1,0,0,1,1,5.52,5.6,5.68,5.68,5.8,5.81,5.84,5.86,5.87,5.88,5.88
172,C,BORJA VALERO,Inter,19,2,0,0,4,0,6.07,6.39,6.06,6.18,6.04,6.17,6.04,6.14,6.12,6.28,6.28
173,C,CAPEZZI,Sampdoria,0,0,0,0,0,0,0.0,0.0,2.9,2.72,3.82,3.82,4.31,4.26,3.45,3.41,3.41
177,A,ILICIC,Atalanta,26,15,0,4,1,1,6.58,8.48,6.51,8.04,6.5,7.95,6.36,7.52,6.35,7.59,7.59
179,C,PETRICCIONE,Lecce,31,0,0,3,10,0,5.94,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,C,VECINO,Inter,20,2,0,1,4,0,5.89,6.17,5.88,6.13,5.9,6.14,5.93,6.16,5.94,6.14,6.14
183,A,BABACAR,Lecce,25,3,0,0,4,0,5.7,5.74,5.83,6.31,5.89,6.44,5.96,6.72,5.98,6.82,6.82
184,C,BERNARDESCHI,Juventus,29,1,0,1,6,0,5.56,5.62,5.82,5.96,5.98,6.41,6.02,6.55,6.04,6.5,6.5
186,A,REBIC,Milan,26,11,0,2,5,0,6.27,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,P,DONNARUMMA AN.,Milan,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,P,PERIN,Genoa,21,0,38,0,1,0,6.0,4.17,5.97,4.58,6.03,4.73,6.06,4.79,6.12,4.88,4.88
220,P,UJKANI,Torino,1,0,3,0,0,0,6.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,D,DE MAIO,Udinese,21,0,0,0,1,0,5.83,5.81,5.92,5.91,5.91,5.92,5.85,5.83,5.83,5.8,5.8
226,D,IZZO,Torino,31,1,0,0,5,2,5.82,5.77,6.02,6.13,6.02,6.14,5.99,6.02,5.98,5.98,5.98
234,C,KUCKA,Parma,26,6,0,2,4,1,6.0,6.65,5.93,6.56,0.0,0.0,0.0,0.0,0.0,0.0,6.56
235,C,LAXALT,Milan,20,0,0,1,4,0,5.73,5.7,5.71,5.66,5.8,5.87,5.85,5.91,5.89,6.0,6.0
236,C,LAZOVIC,Verona,38,3,0,7,4,0,6.16,6.53,6.05,6.42,5.96,6.21,5.95,6.16,5.92,6.11,6.11
237,C,PEROTTI,Roma,21,5,0,3,3,1,6.16,7.12,6.14,7.14,6.13,6.97,6.16,7.0,6.18,6.96,6.96
238,C,RINCON,Torino,32,1,0,2,11,0,5.85,5.84,5.92,5.94,5.91,5.89,5.94,5.91,6.0,6.03,6.03
241,C,TACHTSIDIS,Lecce,28,0,0,2,5,1,5.54,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,D,GHIGLIONE,Genoa,25,0,0,5,4,0,5.76,5.89,5.77,5.89,0.0,0.0,0.0,0.0,0.0,0.0,5.89
245,A,PANDEV,Genoa,34,9,0,2,4,1,6.18,7.07,6.12,6.84,6.02,6.65,5.94,6.53,5.87,6.33,6.33
247,A,PAVOLETTI,Cagliari,2,0,0,0,0,0,5.5,5.5,5.86,6.58,5.89,6.66,5.87,6.6,5.93,6.85,6.85
248,P,BERNI,Inter,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,P,HANDANOVIC,Inter,35,0,32,0,2,0,6.21,5.36,6.23,5.37,6.25,5.4,6.26,5.3,6.27,5.32,5.32
252,D,BIRAGHI,Inter,25,2,0,6,3,0,6.0,6.46,5.94,6.23,5.9,6.12,5.86,5.98,4.69,4.79,4.79
253,D,D'AMBROSIO,Inter,22,4,0,0,6,0,6.17,6.67,6.06,6.43,6.04,6.35,6.05,6.33,6.03,6.29,6.29
254,D,DIMARCO,Verona,16,0,0,2,1,0,5.94,5.89,5.93,5.94,0.0,0.0,0.0,0.0,0.0,0.0,5.94
256,D,JUAN JESUS,Roma,4,0,0,0,2,0,5.0,4.67,5.4,5.21,5.54,5.37,5.64,5.46,5.66,5.5,5.5
259,D,MURILLO,Sampdoria,10,0,0,0,1,1,5.44,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,D,RANOCCHIA,Inter,7,0,0,0,3,0,6.14,5.93,6.07,5.72,6.12,5.98,6.06,5.92,5.96,5.81,5.81
262,D,SANTON,Roma,15,0,0,0,4,0,5.6,5.5,5.7,5.69,5.73,5.7,5.73,5.69,5.73,5.69,5.69
264,C,BESSA,Verona,0,0,0,0,0,0,0.0,0.0,2.9,2.92,3.89,4.01,2.92,3.01,2.33,2.41,2.41
265,C,BROZOVIC,Inter,32,3,0,5,9,0,6.28,6.58,6.13,6.3,6.17,6.48,6.04,6.38,6.04,6.39,6.39
272,C,MEDEL,Bologna,23,0,0,0,10,1,5.91,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,A,ICARDI,Inter,0,0,0,0,0,0,0.0,0.0,2.95,3.54,4.07,5.28,4.61,6.02,4.91,6.35,6.35
280,A,PALACIO,Bologna,35,7,0,3,5,0,6.02,6.67,6.08,6.62,6.05,6.53,6.0,6.35,6.04,6.39,6.39
281,A,PUSCAS,Inter,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,P,BUFFON,Juventus,9,0,10,0,0,0,5.89,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,D,BONUCCI,Juventus,35,3,0,0,9,0,6.09,6.21,6.0,6.19,5.94,6.1,6.02,6.19,6.04,6.21,6.21
287,D,CACERES,Fiorentina,27,1,0,0,8,1,5.96,5.89,5.77,5.72,5.81,5.97,0.0,0.0,0.0,0.0,5.97
288,D,CHIELLINI,Juventus,4,1,0,0,0,0,6.25,7.0,6.28,6.7,6.25,6.54,6.28,6.54,6.26,6.47,6.47
294,D,RUGANI,Juventus,10,0,0,0,2,0,5.5,5.39,5.66,5.76,5.8,5.95,5.96,6.14,6.0,6.14,6.14
295,D,ASAMOAH,Inter,8,0,0,1,1,0,6.19,6.25,6.14,6.14,6.13,6.09,6.14,6.1,6.18,6.16,6.16
299,C,KHEDIRA,Juventus,12,0,0,1,3,0,5.83,5.79,5.92,6.2,5.98,6.53,6.02,6.55,6.08,6.66,6.66
305,C,STURARO,Genoa,16,1,0,1,7,0,5.75,5.78,5.58,5.79,5.61,5.74,5.71,5.76,5.71,5.76,5.76
306,A,CERRI,SPAL,19,2,0,0,2,0,5.68,6.04,5.59,5.72,0.0,0.0,0.0,0.0,0.0,0.0,5.72
309,A,DYBALA,Juventus,33,11,0,7,5,0,6.64,7.81,6.38,7.26,6.43,7.68,6.48,7.73,6.48,7.86,7.86
311,A,LLORENTE,Napoli,17,3,0,1,1,0,6.09,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,A,MANDZUKIC,Juventus,0,0,0,0,0,0,0.0,0.0,3.13,3.75,4.08,4.65,4.63,5.18,4.96,5.61,5.61
315,A,ZAZA,Torino,24,6,0,1,7,0,5.85,6.52,5.8,6.32,0.0,0.0,0.0,0.0,0.0,0.0,6.32
316,P,BERISHA E.,SPAL,26,0,44,0,1,0,6.37,4.65,6.18,4.62,6.16,4.78,6.17,4.88,6.15,4.92,4.92
317,P,GUERRIERI,Lazio,0,0,0,0,0,0,0.0,0.0,2.5,1.0,1.67,0.67,0.0,0.0,0.0,0.0,0.67
318,P,MARCHETTI,Genoa,0,0,0,0,0,0,0.0,0.0,2.81,1.5,1.87,1.0,2.9,2.01,3.57,2.63,2.63
322,D,DE VRIJ,Inter,34,4,0,1,5,0,6.22,6.53,6.14,6.35,6.19,6.49,6.18,6.45,6.1,6.31,6.31
327,D,PATRIC,Lazio,21,0,0,0,2,1,5.86,5.76,5.75,5.68,5.9,5.89,5.92,5.89,5.88,5.8,5.8
329,D,RADU,Lazio,29,1,0,0,8,0,5.93,5.9,5.8,5.76,5.83,5.77,5.83,5.79,5.79,5.73,5.73
331,C,BIGLIA,Milan,14,0,0,1,4,0,5.39,5.28,5.66,5.66,5.76,5.78,5.86,5.89,5.95,6.04,6.04
332,C,CANDREVA,Inter,32,5,0,7,5,0,6.23,6.88,6.09,6.56,6.06,6.42,6.04,6.41,6.1,6.56,6.56
333,C,CATALDI,Lazio,21,1,0,0,3,0,6.06,6.19,6.06,6.39,5.94,6.18,5.91,6.07,5.86,6.01,6.01
338,C,LULIC,Lazio,20,0,0,2,6,0,5.85,5.8,5.86,5.98,5.88,6.04,5.94,6.1,5.93,6.1,6.1
342,C,PAROLO,Lazio,29,1,0,0,8,0,5.88,5.84,5.92,6.09,5.92,6.19,5.96,6.24,5.94,6.19,6.19
350,P,DONNARUMMA G.,Milan,36,0,42,0,3,0,6.18,5.31,6.24,5.38,6.17,5.2,6.23,5.23,6.25,5.24,5.24
357,D,CALABRIA,Milan,25,1,0,1,2,2,5.74,5.78,5.82,5.87,5.9,6.02,5.94,6.0,5.96,5.94,5.94
358,D,DE SCIGLIO,Juventus,9,0,0,0,1,0,6.0,5.93,6.02,5.99,6.14,6.19,6.09,6.1,5.97,5.97,5.97
365,D,ZAPATA C.,Genoa,20,1,0,0,4,0,5.71,5.66,5.93,5.83,5.98,5.89,6.02,6.0,5.95,5.95,5.95
366,C,BERTOLACCI,Sampdoria,12,0,0,0,3,0,5.75,5.6,2.88,2.8,3.91,3.85,4.4,4.38,4.67,4.67,4.67
367,C,BONAVENTURA,Milan,29,3,0,5,2,0,6.1,6.64,6.14,6.98,6.12,6.94,6.21,6.92,6.22,6.92,6.92
374,C,POLI,Bologna,28,2,0,0,5,0,6.02,6.15,5.98,6.23,5.97,6.15,6.0,6.12,5.96,6.07,6.07
375,C,SUSO,Milan,16,1,0,2,2,0,5.75,6.0,5.97,6.45,6.01,6.55,6.09,6.62,6.12,6.71,6.71
376,C,VERDI,Torino,33,2,0,6,4,0,5.86,6.17,5.88,6.36,6.0,6.71,6.03,6.73,6.09,6.93,6.93
380,A,MATRI,Sassuolo,8,0,0,0,1,1,5.67,5.33,5.72,5.72,5.71,5.75,5.74,6.0,5.71,6.04,6.04
383,A,PETAGNA,SPAL,36,12,0,1,5,0,5.99,6.78,6.02,7.02,5.96,6.77,6.02,6.74,4.82,5.39,5.39
385,P,GABRIEL,Lecce,34,0,76,0,4,0,6.15,3.97,3.08,1.98,2.05,1.32,2.96,1.78,3.56,2.63,2.63
386,P,RAFAEL CABRAL,Sampdoria,0,0,0,0,0,0,0.0,0.0,3.0,3.0,2.0,2.0,3.12,2.88,2.5,2.3,2.3
387,P,REINA,Milan,1,0,1,0,0,0,6.0,8.0,6.06,6.44,6.04,6.03,6.06,5.82,6.07,5.72,5.72
390,D,GHOULAM,Napoli,9,0,0,1,2,0,5.94,5.94,5.97,6.14,6.13,6.5,6.16,6.44,6.14,6.36,6.36
392,D,KOULIBALY,Napoli,25,0,0,0,7,1,5.85,5.58,6.03,5.92,6.15,6.2,6.16,6.22,6.19,6.21,6.21
393,D,LUPERTO,Napoli,9,0,0,0,2,0,5.43,5.29,5.56,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5
395,D,STRINIC,Milan,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.94,1.97,2.99,2.98,3.54,3.53,3.53
397,C,ALLAN,Napoli,23,2,0,1,3,0,5.91,6.26,6.06,6.24,6.12,6.37,6.12,6.32,6.17,6.4,6.4
405,C,VALDIFIORI,SPAL,22,0,0,3,5,0,5.71,5.74,5.78,5.78,5.72,5.7,5.77,5.73,5.7,5.62,5.62
406,C,CALLEJON,Napoli,33,4,0,7,2,0,6.03,6.59,6.1,6.66,6.12,6.84,6.18,6.99,6.18,6.96,6.96
407,A,GABBIADINI,Sampdoria,33,11,0,1,2,0,6.12,7.16,6.0,6.85,0.0,0.0,0.0,0.0,0.0,0.0,6.85
408,A,HIGUAIN,Juventus,32,8,0,3,2,0,6.12,6.98,6.04,6.94,6.06,7.11,6.17,7.42,6.32,7.94,7.94
409,A,INSIGNE,Napoli,37,8,0,4,1,0,6.12,6.86,6.13,7.0,6.2,7.07,6.32,7.33,6.31,7.36,7.36
410,A,MERTENS,Napoli,31,9,0,6,5,0,6.23,7.21,6.28,7.59,6.23,7.59,6.4,8.0,6.36,7.73,7.73
412,P,COLOMBI,Parma,4,0,4,0,0,0,6.12,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,D,GOLDANIGA,Genoa,13,1,0,0,4,0,5.64,5.73,5.6,5.66,5.72,5.75,5.7,5.7,5.72,5.78,5.78
423,D,RISPOLI,Lecce,28,0,0,0,6,0,5.7,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,C,BRUGMAN,Parma,22,0,0,1,5,0,5.83,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,C,HILJEMARK,Genoa,0,0,0,0,0,0,0.0,0.0,2.78,2.88,3.81,3.93,4.27,4.42,4.56,4.74,4.74
434,C,JAJALO,Udinese,26,0,0,0,6,1,5.77,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,C,RIGONI L,Parma,0,0,0,0,0,0,0.0,0.0,2.78,2.85,3.81,3.95,4.34,4.46,4.66,4.83,4.83
441,A,BELOTTI,Torino,36,16,0,3,4,0,6.17,7.39,6.16,7.32,6.12,7.16,6.2,7.46,6.2,7.42,7.42
447,A,LA GUMINA,Sampdoria,5,0,0,0,0,0,5.67,5.67,5.76,5.98,0.0,0.0,0.0,0.0,0.0,0.0,5.98
453,P,SZCZESNY,Juventus,29,0,33,0,1,0,6.16,5.1,6.14,5.31,6.15,5.42,6.18,5.42,6.19,5.38,5.38
454,D,CAPRADOSSI,Roma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,D,CRESCENZI,Verona,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,D,MANOLAS,Napoli,26,4,0,0,2,0,5.96,6.4,6.02,6.24,6.06,6.27,6.11,6.27,6.1,6.24,6.24
