Id,R,Nome,Squadra,Pg,Gf,Gs,Ass,Amm,Esp,Mv,Mf,Mv2,Mf2,Mv3,Mf3,Mv4,Mf4,Mv5,Mf5,Hmf
460,D,ROMAGNOLI A.,Milan,35,1,0,0,4,0,6.03,6.06,6.13,6.15,6.08,6.12,6.1,6.13,6.08,6.07,6.07
464,D,FLORENZI,Roma,14,0,0,1,5,0,5.96,5.85,5.99,6.07,5.99,6.09,6.02,6.05,6.05,6.2,6.2
467,C,NAINGGOLAN,Cagliari,26,6,0,5,5,0,6.42,7.21,6.3,7.04,6.27,6.95,6.33,7.06,6.33,6.99,6.99
469,C,PJANIC,Juventus,30,3,0,5,10,0,6.24,6.55,6.16,6.44,6.19,6.58,6.19,6.58,6.24,6.75,6.75
472,A,DESTRO,Genoa,13,0,0,0,2,0,5.67,5.61,5.89,6.5,5.85,6.5,5.82,6.56,5.86,6.57,6.57
474,A,GERVINHO,Parma,31,7,0,4,3,0,5.95,6.63,6.06,6.97,0.0,0.0,0.0,0.0,0.0,0.0,6.97
475,A,IAGO FALQUE,Genoa,14,2,0,0,0,0,5.96,6.19,6.11,6.7,6.13,6.9,6.14,6.96,6.06,6.78,6.78
479,A,SANABRIA,Genoa,24,6,0,2,3,0,6.05,6.89,5.88,6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5
487,D,DE SILVESTRI,Torino,29,0,0,0,2,0,5.74,5.71,5.82,5.95,5.88,6.1,5.86,6.07,5.9,6.1,6.1
490,D,REGINI,Parma,5,0,0,0,0,0,5.9,5.9,5.86,5.86,5.85,5.83,5.81,5.78,5.73,5.68,5.68
491,D,SALAMON,SPAL,7,0,0,0,1,0,5.6,5.5,5.66,5.58,5.71,5.58,5.64,5.54,4.51,4.43,4.43
493,D,ZUKANOVIC,SPAL,3,0,0,0,1,0,5.83,5.67,5.77,5.64,5.84,5.69,5.84,5.73,5.79,5.73,5.73
494,C,BARRETO,Sampdoria,2,0,0,0,0,0,5.75,5.75,5.85,5.9,5.76,5.79,5.81,5.85,5.76,5.8,5.8
495,A,CORREA,Lazio,30,9,0,2,0,0,6.18,7.05,6.23,6.92,0.0,0.0,0.0,0.0,0.0,0.0,6.92
505,A,BONAZZOLI,Sampdoria,19,6,0,0,1,0,6.18,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,A,MURIEL,Atalanta,34,18,0,1,1,0,6.27,7.88,6.11,7.38,0.0,0.0,0.0,0.0,0.0,0.0,7.38
509,P,CONSIGLI,Sassuolo,31,0,55,0,1,0,6.02,4.32,6.1,4.58,6.11,4.58,6.12,4.62,6.12,4.73,4.73
510,P,PEGOLO,Sassuolo,5,0,4,0,0,0,6.7,5.9,6.44,5.28,6.21,4.94,6.03,3.83,6.07,4.06,4.06
513,D,ACERBI,Lazio,36,2,0,2,4,0,6.25,6.42,6.22,6.38,6.14,6.22,6.15,6.28,6.19,6.35,6.35
517,D,DELL'ORCO,Lecce,13,0,0,1,0,1,5.58,5.58,5.81,5.94,5.87,5.96,5.9,5.97,4.72,4.77,4.77
519,D,GAZZOLA,Parma,0,0,0,0,0,0,0.0,0.0,2.86,2.92,3.8,3.81,4.3,4.29,4.64,4.64,4.64
521,D,PELUSO,Sassuolo,23,0,0,1,5,1,5.58,5.45,5.7,5.64,5.71,5.67,5.76,5.7,5.78,5.72,5.72
526,C,DUNCAN,Fiorentina,26,2,0,5,5,0,6.0,6.35,6.03,6.46,5.91,6.18,5.92,6.14,5.95,6.14,6.14
528,C,MAGNANELLI,Sassuolo,22,0,0,0,5,0,6.06,5.91,6.01,5.88,5.98,5.83,6.04,5.96,6.05,5.98,5.98
529,C,MISSIROLI,SPAL,34,1,0,0,7,0,5.85,5.84,5.92,5.84,5.91,5.88,5.88,5.82,5.94,5.92,5.92
530,C,PELLEGRINI LO.,Roma,27,1,0,9,6,1,6.17,6.46,6.12,6.41,6.11,6.41,6.12,6.47,6.07,6.42,6.42
531,A,BERARDI,Sassuolo,31,14,0,7,6,1,6.42,7.77,6.28,7.29,6.06,6.76,6.12,6.75,6.13,6.75,6.75
532,A,FALCINELLI,Bologna,0,0,0,0,0,0,0.0,0.0,2.72,2.78,3.7,3.8,4.37,4.71,4.68,5.01,5.01
533,A,FLOCCARI,SPAL,24,1,0,0,3,0,5.61,5.69,5.89,6.23,5.89,6.3,5.76,6.07,5.81,6.2,6.2
536,A,POLITANO,Napoli,26,2,0,2,1,0,6.1,6.5,6.08,6.52,6.06,6.6,6.09,6.6,6.11,6.66,6.66
537,A,SANSONE N.,Bologna,33,4,0,2,5,0,5.83,6.09,5.88,6.28,0.0,0.0,0.0,0.0,0.0,0.0,6.28
540,P,GOMIS A,SPAL,0,0,0,0,0,0,0.0,0.0,3.05,2.38,4.08,3.1,3.06,2.32,2.45,1.86,1.86
542,P,ICHAZO,Genoa,0,0,0,0,0,0,0.0,0.0,2.84,2.5,1.89,1.67,1.42,1.25,2.23,1.77,1.77
543,P,PADELLI,Inter,3,0,4,0,0,0,5.33,4.0,2.66,2.0,1.78,1.33,2.83,2.0,3.47,2.5,2.5
546,D,BRUNO PERES,Roma,16,2,0,2,3,0,5.97,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,D,MAKSIMOVIC,Napoli,22,1,0,1,2,0,5.77,5.91,5.88,5.9,5.76,5.76,5.76,5.84,5.74,5.79,5.79
554,D,ZAPPACOSTA,Roma,9,0,0,1,0,0,5.72,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,C,BASELLI,Torino,16,0,0,2,3,0,5.78,5.81,5.91,6.08,5.88,6.06,5.89,6.14,5.95,6.21,6.21
557,C,BENASSI,Fiorentina,18,1,0,1,1,0,5.84,6.09,5.84,6.24,5.83,6.23,5.87,6.28,5.91,6.29,6.29
568,A,QUAGLIARELLA,Sampdoria,28,11,0,3,2,0,5.91,6.95,6.16,7.78,6.17,7.79,6.13,7.57,6.07,7.38,7.38
570,P,KARNEZIS,Napoli,0,0,0,0,0,0,0.0,0.0,3.06,2.66,2.04,1.78,3.05,2.5,3.66,2.93,2.93
572,P,MERET,Napoli,22,0,33,0,0,0,6.14,4.77,6.1,5.06,6.2,5.25,0.0,0.0,0.0,0.0,5.25
574,P,SCUFFET,Udinese,0,0,0,0,0,0,0.0,0.0,3.11,2.39,4.02,3.09,4.58,3.42,3.66,2.74,2.74
578,D,DANILO LAR.,Bologna,30,2,0,0,9,1,5.92,5.93,5.96,5.98,5.92,5.9,5.92,5.9,5.89,5.83,5.83
581,D,FARAONI,Verona,36,5,0,3,6,0,6.11,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,C,BADU,Verona,10,0,0,0,2,0,5.88,5.62,5.78,5.64,3.85,3.76,4.36,4.29,4.71,4.71,4.71
600,C,VERRE,Verona,32,3,0,2,4,0,5.93,6.24,2.96,3.12,3.86,3.91,4.27,4.3,3.42,3.44,3.44
605,A,PERICA,Udinese,0,0,0,0,0,0,0.0,0.0,2.5,2.4,3.54,3.47,4.16,4.27,4.5,4.69,4.69
606,A,THEREAU,Fiorentina,0,0,0,0,0,0,0.0,0.0,2.88,2.88,3.94,4.32,4.47,5.0,4.79,5.41,5.41
608,A,ZAPATA D.,Atalanta,28,18,0,6,1,0,6.48,8.61,6.44,8.46,6.35,8.09,6.28,7.78,6.24,7.63,7.63
610,P,GOLLINI,Atalanta,33,0,42,0,3,0,6.17,4.85,6.21,5.01,6.21,5.22,6.16,5.32,6.17,5.15,5.15
611,P,RAFAEL,Cagliari,6,0,11,0,0,0,6.0,4.17,3.0,2.08,4.05,3.06,4.57,3.55,4.79,3.65,3.65
621,C,ROMULO,Brescia,23,1,0,3,3,0,5.73,5.93,5.83,5.99,5.85,6.05,0.0,0.0,0.0,0.0,6.05
627,C,IONITA,Cagliari,34,0,0,2,6,0,5.76,5.72,5.74,5.84,5.73,5.79,5.75,5.88,5.78,5.98,5.98
630,D,SALA,SPAL,16,0,0,0,1,0,5.5,5.46,5.64,5.58,5.64,5.56,5.73,5.63,5.7,5.6,5.6
631,C,VIVIANI,SPAL,0,0,0,0,0,0,0.0,0.0,2.8,2.75,3.88,3.89,4.4,4.46,4.75,4.93,4.93
632,C,ZACCAGNI,Verona,34,2,0,5,5,0,6.11,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,C,FARES,SPAL,8,0,0,0,2,0,5.44,5.31,5.69,5.68,5.57,5.49,0.0,0.0,0.0,0.0,5.49
636,A,PAZZINI,Verona,15,4,0,0,0,0,6.28,7.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,A,SILIGARDI,Parma,12,0,0,1,0,0,5.92,6.08,5.86,6.02,0.0,0.0,0.0,0.0,0.0,0.0,6.02
640,D,CHIRICHES,Sassuolo,9,0,0,0,0,0,5.83,5.83,5.92,5.92,5.85,5.82,5.94,6.04,5.95,6.08,6.08
643,A,DEFREL,Sassuolo,17,3,0,3,1,0,6.0,6.68,6.05,6.88,5.94,6.56,6.02,6.8,6.0,6.76,6.76
644,C,PULGAR,Fiorentina,37,7,0,6,9,0,6.03,6.59,6.02,6.56,6.01,6.39,5.92,6.18,5.87,6.06,6.06
645,C,MILINKOVIC-SAVIC,Lazio,37,7,0,3,9,0,6.09,6.62,6.02,6.5,6.15,6.8,6.15,6.7,6.12,6.56,6.56
647,A,DZEKO,Roma,35,16,0,4,4,0,6.51,7.94,6.3,7.44,6.27,7.49,6.35,7.8,6.23,7.55,7.55
652,A,KALINIC,Roma,15,5,0,1,1,0,6.2,7.8,3.1,3.9,4.02,4.77,4.53,5.39,4.84,5.71,5.71
654,P,ALASTRA,Parma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,A,FALCO,Lecce,30,4,0,6,0,0,6.34,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,C,INIGUEZ,Udinese,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,D,ALEX SANDRO,Juventus,29,1,0,2,4,0,6.02,6.12,6.08,6.17,6.06,6.27,6.09,6.29,6.16,6.38,6.38
666,C,MACHIN,Parma,0,0,0,0,0,0,0.0,0.0,2.88,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
669,C,DONSAH,Bologna,0,0,0,0,0,0,0.0,0.0,2.88,2.88,3.9,3.98,4.36,4.39,4.7,4.8,4.8
673,P,PERISAN,Udinese,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,A,BAEZ,Fiorentina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,D,TOLOI,Atalanta,33,2,0,4,11,0,6.03,6.2,6.05,6.2,6.09,6.21,6.1,6.16,6.04,6.07,6.07
696,A,BALOTELLI,Brescia,19,5,0,0,5,1,5.87,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,C,CUADRADO,Juventus,33,2,0,3,7,1,6.08,6.21,6.01,6.16,6.18,6.54,6.16,6.45,6.21,6.56,6.56
704,C,PERISIC,Inter,0,0,0,0,0,0,0.0,0.0,3.0,3.34,4.01,4.58,4.53,5.18,4.84,5.5,5.5
706,C,ANSALDI,Torino,27,4,0,4,9,0,6.19,6.63,6.25,6.67,6.21,6.53,6.14,6.32,6.12,6.27,6.27
708,D,FELIPE,SPAL,15,0,0,0,5,0,5.5,5.36,5.65,5.64,5.76,5.76,5.78,5.77,5.79,5.76,5.76
713,C,DZEMAILI,Bologna,14,1,0,1,2,0,5.92,6.17,5.88,6.04,5.86,5.99,5.93,6.19,5.93,6.18,6.18
756,A,ASENCIO,Genoa,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,P,AUDERO,Sampdoria,36,0,60,0,1,0,6.0,4.26,6.02,4.46,0.0,0.0,0.0,0.0,0.0,0.0,4.46
767,A,TUPTA,Verona,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,D,PEZZELLA GIU.,Parma,23,0,0,0,2,0,5.61,5.55,5.36,5.18,5.44,5.28,5.52,5.39,5.5,5.4,5.4
771,A,BOATENG,Fiorentina,14,1,0,0,2,0,5.75,5.92,5.97,6.54,0.0,0.0,0.0,0.0,0.0,0.0,6.54
779,C,CRISTANTE,Roma,26,1,0,2,7,1,5.85,5.9,5.84,6.0,5.9,6.24,5.94,6.27,5.8,6.07,6.07
780,D,CIONEK,SPAL,28,0,0,0,11,0,5.67,5.46,5.76,5.56,5.95,5.83,5.89,5.77,5.95,5.82,5.82
785,A,IMMOBILE,Lazio,37,36,0,7,8,0,6.61,9.53,6.38,8.53,6.43,8.76,6.41,8.62,6.4,8.37,8.37
787,D,DJIMSITI,Atalanta,34,2,0,1,5,0,6.07,6.21,6.01,6.1,5.93,5.99,4.45,4.49,4.62,4.63,4.63
788,C,FREULER,Atalanta,31,2,0,1,3,0,5.95,6.13,6.09,6.26,6.11,6.36,6.16,6.44,6.09,6.42,6.42
790,D,SAMIR,Udinese,21,1,0,0,3,0,5.82,5.89,5.88,6.0,5.84,5.9,5.9,5.92,5.89,6.07,6.07
791,D,SABELLI,Brescia,36,0,0,3,5,0,5.97,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,D,SKRINIAR,Inter,32,0,0,0,7,1,6.11,5.91,6.14,5.98,6.18,6.15,6.1,6.06,5.98,5.84,5.84
801,C,GAGLIARDINI,Inter,24,4,0,0,5,0,6.02,6.42,6.1,6.72,6.05,6.42,6.08,6.38,6.06,6.31,6.31
805,D,FIAMOZZI,Lecce,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,C,BALIC,Udinese,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.87,1.87,2.88,3.03,2.3,2.42,2.42
819,A,FAVILLI,Genoa,20,0,0,0,4,0,5.77,5.63,5.84,5.86,0.0,0.0,0.0,0.0,0.0,0.0,5.86
824,D,ADJAPONG,Verona,5,0,0,0,0,0,5.62,5.62,5.75,6.06,5.73,5.88,5.76,5.93,5.81,5.95,5.95
827,C,LOCATELLI M.,Sassuolo,33,0,0,4,9,0,6.3,6.23,6.16,6.28,6.11,6.14,6.14,6.19,5.91,5.85,5.85
1839,A,EDERA,Torino,13,1,0,1,2,1,5.67,5.89,5.64,5.7,5.78,5.98,0.0,0.0,0.0,0.0,5.98
1843,P,RADU I.,Parma,17,0,35,1,1,0,5.94,3.91,6.09,4.42,0.0,0.0,0.0,0.0,0.0,0.0,4.42
1847,D,CALDARA,Atalanta,14,0,0,1,1,0,5.77,5.81,2.88,2.9,3.97,4.03,4.57,4.78,0.0,0.0,4.78
1850,C,KESSIE',Milan,35,4,0,0,3,0,5.79,6.09,5.92,6.34,5.88,6.25,5.98,6.36,0.0,0.0,6.36
1852,D,SPINAZZOLA,Roma,24,1,0,2,2,0,6.02,6.2,5.92,6.07,5.92,6.05,6.04,6.1,0.0,0.0,6.1
1857,C,DI FRANCESCO F.,SPAL,20,2,0,0,4,0,5.88,6.12,5.78,6.12,5.82,6.1,5.87,6.22,0.0,0.0,6.22
1858,C,KREJCI,Bologna,14,1,0,0,2,0,5.79,5.93,5.76,5.88,5.71,5.8,5.74,5.82,0.0,0.0,5.82
1859,C,NAGY,Bologna,0,0,0,0,0,0,0.0,0.0,2.82,2.75,3.8,3.82,4.32,4.32,0.0,0.0,4.32
1864,D,BRUNO ALVES,Parma,33,0,0,0,4,0,5.98,5.92,5.99,6.05,0.0,0.0,0.0,0.0,0.0,0.0,6.05
1866,D,CEPPITELLI,Cagliari,16,2,0,0,5,0,6.0,6.1,5.94,5.94,5.95,6.0,5.92,5.9,0.0,0.0,5.9
1868,D,MURRU,Sampdoria,28,0,0,0,4,1,5.35,5.17,5.63,5.55,5.65,5.59,5.69,5.64,0.0,0.0,5.64
1869,D,PISACANE,Cagliari,30,1,0,0,6,1,5.76,5.72,5.78,5.78,5.77,5.72,5.8,5.77,0.0,0.0,5.77
1870,C,BARELLA,Inter,27,1,0,3,11,0,5.98,6.0,5.98,5.96,6.02,6.12,6.0,6.03,0.0,0.0,6.03
1871,C,DEIOLA,Lecce,11,1,0,1,3,0,5.75,6.0,5.7,5.78,5.69,5.69,5.77,5.7,0.0,0.0,5.7
1872,C,DESSENA,Brescia,24,2,0,0,5,1,5.56,5.67,5.65,5.58,5.69,5.62,5.7,5.7,0.0,0.0,5.7
1874,A,JOAO PEDRO,Cagliari,36,18,0,4,6,0,6.17,7.53,6.0,7.0,5.92,6.77,5.91,6.72,0.0,0.0,6.72
1875,C,MUNARI,Parma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,D,PAJAC,Genoa,11,0,0,0,1,0,5.65,5.6,5.85,5.99,0.0,0.0,0.0,0.0,0.0,0.0,5.99
1879,A,FARIAS,Lecce,18,2,0,0,2,1,5.89,6.11,5.94,6.43,5.88,6.23,5.89,6.38,0.0,0.0,6.38
1891,D,CECCHERINI,Fiorentina,15,0,0,0,3,0,5.95,5.8,5.94,5.8,5.95,5.88,5.95,5.89,0.0,0.0,5.89
1895,D,FERRARI G.,Sassuolo,23,0,0,1,5,0,5.89,5.82,5.89,5.98,5.84,5.94,5.88,5.99,0.0,0.0,5.99
1896,D,MARTELLA,Brescia,24,0,0,0,3,0,5.65,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,P,DRAGOWSKI,Fiorentina,31,0,43,0,1,0,6.21,5.0,6.36,5.04,6.07,4.31,6.05,4.23,0.0,0.0,4.23
1930,P,PINSOGLIO,Juventus,1,0,0,0,0,0,6.0,6.0,5.75,4.75,5.83,4.83,0.0,0.0,0.0,0.0,4.83
1933,C,MANDRAGORA,Udinese,26,0,0,2,2,0,5.86,5.9,5.84,5.93,5.88,5.96,4.41,4.47,0.0,0.0,4.47
1934,P,STRAKOSHA,Lazio,38,0,42,0,2,0,6.22,5.17,6.22,5.15,6.24,5.12,6.19,5.04,0.0,0.0,5.04
1935,P,VARGIC,Lazio,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,C,MINALA,Lazio,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,A,LAPADULA,Lecce,25,11,0,0,8,1,6.23,7.4,6.08,6.86,6.0,6.7,6.04,6.79,0.0,0.0,6.79
1943,A,NESTOROVSKI,Udinese,28,3,0,1,4,0,5.82,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,P,ARESTI,Cagliari,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,A,CAPRARI,Parma,30,5,0,0,3,1,5.88,6.37,5.96,6.68,5.92,6.53,5.92,6.49,0.0,0.0,6.49
1974,A,SCHICK,Roma,0,0,0,0,0,0,0.0,0.0,2.9,3.07,3.86,4.1,4.44,4.89,0.0,0.0,4.89
1976,C,MAZZITELLI,Sassuolo,1,0,0,0,0,0,0.0,0.0,2.86,2.78,3.79,3.72,4.32,4.24,0.0,0.0,4.24
1978,C,SENSI,Inter,12,3,0,1,2,0,6.21,6.96,6.14,6.63,6.08,6.51,6.09,6.43,0.0,0.0,6.43
1979,D,BARRECA,Genoa,18,0,0,1,0,0,5.56,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,A,BOYE',Torino,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,C,PARIGINI,Genoa,0,0,0,0,0,0,0.0,0.0,2.88,2.84,3.79,3.75,4.22,4.19,0.0,0.0,4.19
1984,D,ANGELLA,Udinese,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.85,1.81,2.81,2.78,0.0,0.0,2.78
1986,C,FOFANA,Udinese,32,3,0,7,4,0,6.16,6.61,6.02,6.36,5.9,6.19,5.98,6.35,0.0,0.0,6.35
1987,C,JANKTO,Sampdoria,30,2,0,4,8,0,5.83,6.03,5.77,5.84,5.85,6.03,5.9,6.16,0.0,0.0,6.16
1995,C,DJURICIC,Sassuolo,29,5,0,3,6,0,6.15,6.7,5.95,6.35,5.92,6.2,5.92,6.09,0.0,0.0,6.09
1996,C,DE PAUL,Udinese,34,7,0,5,5,1,6.26,6.93,6.24,6.88,6.16,6.74,6.11,6.58,0.0,0.0,6.58
1998,A,PJACA,Juventus,0,0,0,0,0,0,0.0,0.0,2.85,2.96,1.9,1.98,2.88,2.93,0.0,0.0,2.93
1999,D,LUKAKU J.,Lazio,13,0,0,2,2,0,6.0,6.09,5.9,5.9,5.92,5.97,5.96,5.98,0.0,0.0,5.98
2002,C,CHIESA,Fiorentina,34,10,0,5,7,0,6.22,7.06,6.25,6.91,6.24,6.85,6.2,6.74,0.0,0.0,6.74
